Date,AAPL,AXP,BA,CAT,CSCO,CVX,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,TSLA,UNH,V,VZ,WBA,WMT,XOM
2015-07-20,30.05385398864746,71.56523895263672,129.94577026367188,67.925048828125,22.70895767211914,68.18668365478516,,189.1341094970703,97.36293029785156,121.6579360961914,24.045724868774414,83.20423889160156,57.50236511230469,33.2476692199707,81.91500854492188,127.36681365966797,45.5422477722168,41.715885162353516,52.68232345581055,25.851953506469727,67.10128784179688,58.60826873779297,87.61781311035156,56.45199966430664,110.5048599243164,69.36949157714844,35.50834655761719,78.03479766845703,62.75292205810547,58.475582122802734
2015-07-21,29.75347137451172,71.2493667602539,128.42239379882812,67.90028381347656,22.555030822753906,68.8909912109375,,188.3415985107422,97.74925994873047,114.52926635742188,23.731721878051758,83.17936706542969,57.3695182800293,33.095001220703125,81.77218627929688,126.26436614990234,45.28750991821289,42.03595733642578,52.61712646484375,25.77859115600586,66.64408111572266,54.486385345458984,89.21458435058594,53.354000091552734,108.89209747314453,68.72064208984375,34.67415237426758,78.04292297363281,62.44388961791992,58.40406799316406
2015-07-22,28.49506187438965,71.28545379638672,129.724365234375,65.86869812011719,22.303882598876953,68.6048812866211,,189.89996337890625,98.64209747314453,112.61892700195312,23.640830993652344,83.04674530029297,58.183162689208984,32.86199951171875,81.99063110351562,125.98062896728516,44.870689392089844,40.488948822021484,53.12937927246094,25.587860107421875,66.53131103515625,53.87101745605469,89.9147720336914,53.57400131225586,108.66686248779297,68.67292785644531,34.290283203125,78.84245300292969,62.80445098876953,58.49705505371094
2015-07-23,28.481409072875977,69.49861145019531,129.40553283691406,63.49030685424805,22.69275665283203,68.18668365478516,,187.94081115722656,98.37596893310547,113.58811950683594,23.632564544677734,83.06331634521484,57.8178596496582,32.813785552978516,81.57891082763672,121.18980407714844,44.824371337890625,40.9957389831543,53.087467193603516,25.514501571655273,66.42433166503906,53.653499603271484,89.9147720336914,53.439998626708984,107.51359558105469,68.46299743652344,34.216468811035156,77.89607238769531,62.24644470214844,58.03215408325195
2015-07-24,28.331220626831055,68.49685668945312,127.58988952636719,62.846134185791016,23.008724212646484,66.46991729736328,,184.64593505859375,97.51746368408203,112.19751739501953,23.18635368347168,82.1928939819336,57.2117805480957,32.49239730834961,80.74706268310547,121.0519790649414,44.314918518066406,40.84457015991211,52.61712646484375,25.133028030395508,66.08685302734375,52.682716369628906,89.88916015625,53.082000732421875,106.2612533569336,71.37328338623047,33.98761749267578,77.59423065185547,61.448089599609375,57.17391586303711
2015-07-27,27.93754005432129,67.61245727539062,124.90634155273438,62.20199966430664,22.854793548583984,65.39877319335938,,182.5710906982422,97.07103729248047,111.71990966796875,23.425987243652344,81.47168731689453,56.464569091796875,32.5727424621582,80.69667053222656,120.54940795898438,43.990726470947266,40.32000732421875,52.030372619628906,25.19171714782715,65.82347869873047,52.44929504394531,90.16239929199219,50.60200119018555,106.20719909667969,70.4763412475586,33.83259582519531,76.99866485595703,61.276390075683594,56.68756866455078
2015-07-28,28.07635498046875,67.783935546875,125.59713745117188,64.23353576660156,22.854793548583984,67.79048919677734,,183.65750122070312,98.59059143066406,112.40821075439453,23.930034637451172,82.0851058959961,56.497772216796875,32.58078384399414,81.78058624267578,122.49493408203125,44.39982604980469,40.31113052368164,52.84065246582031,25.932647705078125,66.0374755859375,52.502349853515625,90.46126556396484,52.9640007019043,109.48674774169922,71.31602478027344,33.87688446044922,78.49980926513672,61.894474029541016,58.99053192138672
2015-07-29,27.987606048583984,68.31636810302734,127.66075134277344,63.8619270324707,23.008724212646484,68.41412353515625,,184.19180297851562,99.90410614013672,113.13859558105469,23.971357345581055,82.67369842529297,57.2367057800293,32.61292266845703,82.51997375488281,122.7705307006836,45.18717575073242,41.15576171875,53.51589584350586,26.233423233032227,66.35847473144531,52.70923614501953,90.87967681884766,52.763999938964844,109.48674774169922,72.5278549194336,34.37148666381836,78.79348754882812,62.006072998046875,59.46257400512695
2015-07-30,27.846515655517578,68.69541931152344,126.65992736816406,64.70427703857422,22.927703857421875,68.25273132324219,,184.51239013671875,99.98135375976562,113.04730987548828,23.888723373413086,82.764892578125,57.31970977783203,32.58882522583008,83.32661437988281,122.8677978515625,45.171730041503906,41.68031311035156,53.55781555175781,26.211414337158203,63.69984436035156,53.43601608276367,90.939453125,53.358001708984375,108.62181854248047,72.88089752197266,34.452693939208984,78.7608642578125,61.94597625732422,59.36961364746094
2015-07-31,27.603025436401367,68.64124298095703,127.68732452392578,64.9355239868164,23.024925231933594,64.91455841064453,,182.61561584472656,100.47068786621094,113.7707290649414,23.921781539916992,83.07159423828125,56.89629364013672,33.00661849975586,83.9063720703125,122.68135833740234,45.5113639831543,41.5202751159668,53.655601501464844,26.45350456237793,63.131900787353516,53.21320343017578,90.61497497558594,53.22999954223633,109.37861633300781,71.88856506347656,34.54128646850586,78.83429718017578,61.791465759277344,56.65180206298828
2015-08-03,26.95220947265625,68.56907653808594,127.26219177246094,63.804115295410156,22.976316452026367,62.80159378051758,,182.2772216796875,100.35052490234375,111.46707153320312,24.00440788269043,82.91410064697266,56.89629364013672,33.376224517822266,83.53666687011719,121.69239044189453,45.580848693847656,41.618080139160156,53.4739875793457,26.5195255279541,62.88499069213867,52.741065979003906,91.31514739990234,51.99800109863281,108.91913604736328,72.29883575439453,34.67415237426758,78.24687957763672,61.96316146850586,55.82929611206055
2015-08-04,26.087478637695312,68.33441162109375,127.12930297851562,63.259063720703125,22.70895767211914,62.51547622680664,,182.70465087890625,100.89995574951172,110.68750762939453,24.070512771606445,82.73174285888672,56.838165283203125,33.62528610229492,83.30139923095703,121.91938018798828,45.31067657470703,42.267120361328125,53.91171646118164,26.49018096923828,62.481666564941406,52.534183502197266,91.05043029785156,53.25600051879883,108.87407684326172,71.82176208496094,34.452693939208984,78.05110168457031,62.023250579833984,55.192771911621094
2015-08-05,26.260421752929688,68.21710205078125,129.19720458984375,63.49030685424805,22.903398513793945,61.64976119995117,,183.17665100097656,101.30348205566406,110.898193359375,24.262144088745117,83.3285903930664,57.062339782714844,33.84223175048828,83.85596466064453,122.41384887695312,45.61943054199219,42.30268096923828,54.36808776855469,26.482789993286133,62.36643981933594,52.44929504394531,90.58081817626953,54.0260009765625,111.64910125732422,71.5450210571289,34.4305419921875,78.87507629394531,63.53580093383789,55.192771911621094
2015-08-06,26.31757164001465,67.68463134765625,128.19003295898438,63.96928405761719,22.854793548583984,62.50077819824219,,182.6334228515625,100.06721496582031,110.6999282836914,24.170495986938477,82.12655639648438,56.663822174072266,33.681541442871094,83.47785186767578,120.99525451660156,45.102256774902344,41.44915771484375,53.609031677246094,26.002227783203125,62.34172439575195,52.507652282714844,90.0513916015625,49.22600173950195,109.95528411865234,70.20917510986328,34.42316436767578,76.46836853027344,62.91349792480469,55.85075378417969
2015-08-07,26.40671730041504,71.94427490234375,126.94215393066406,63.82889938354492,22.806180953979492,61.444305419921875,,181.1641082763672,100.38485717773438,109.8501205444336,24.062183380126953,81.94418334960938,56.497772216796875,33.561012268066406,83.11656951904297,120.69536590576172,44.7471809387207,41.55585479736328,53.32496643066406,26.017009735107422,62.12773895263672,52.14161682128906,90.06848907470703,48.50199890136719,109.75702667236328,70.81031036376953,34.22385025024414,76.10126495361328,61.58244323730469,54.949588775634766
2015-08-10,27.366792678833008,73.33406066894531,130.00830078125,66.19905090332031,23.162649154663086,63.014366149902344,,183.41705322265625,100.9600601196289,111.0044174194336,24.695396423339844,82.72344207763672,57.1951789855957,33.48870086669922,83.51145935058594,122.60032653808594,45.086830139160156,42.08041000366211,53.720794677734375,26.142690658569336,62.868507385253906,52.81003189086914,90.35881805419922,48.22800064086914,110.35169219970703,70.97252655029297,34.86609649658203,76.64786529541016,61.78123092651367,56.32280349731445
2015-08-11,25.94268035888672,73.40625,128.39500427246094,64.44827270507812,22.70085906982422,62.933650970458984,,179.6146240234375,101.03731536865234,110.12629699707031,24.137163162231445,82.07682037353516,56.64723205566406,33.3280143737793,83.02413940429688,120.36294555664062,44.5850830078125,41.2624397277832,53.301673889160156,25.965261459350586,62.736820220947266,52.31136703491211,90.41859436035156,47.4739990234375,110.15348052978516,69.99925994873047,35.13924789428711,75.83202362060547,62.170196533203125,55.94019317626953
2015-08-12,26.342716217041016,73.09941864013672,126.95105743408203,65.17501068115234,22.603639602661133,63.67465591430664,,179.1070556640625,101.03731536865234,110.58659362792969,24.54542350769043,81.8281478881836,55.82529067993164,33.151241302490234,82.57879638671875,120.39541625976562,44.97104263305664,41.55585479736328,52.64972686767578,26.150096893310547,62.87672424316406,52.69581985473633,90.02578735351562,47.63399887084961,109.19843292236328,70.2859878540039,35.32379150390625,76.1665267944336,62.731998443603516,56.87866973876953
